population,human,human,human,human,monkey W,monkey W,monkey W,monkey W,monkey E,monkey E,monkey E,monkey E
load,1,1,3,3,1,1,2,2,1,1,2,2
delay,short,long,short,long,short,long,short,long,short,long,short,long
,-7,-21,-7,21,27.68293981,-12.6323914,-65.31973376,38.94960411,38.65050867,32.38161894,116.9557233,-36.29136339
,-12,-7,3,-17,77.92334609,135.7419696,-0.865162827,19.48631019,-15.18348354,-31.75233028,-69.37413974,-25.98248382
,18,54,-31,-7,-22.06403346,-47.62434805,14.91661202,101.3193272,53.54666713,-62.66573262,-76.98910085,-77.13990153
,47,-45,12,22,-9.264805791,-22.95397496,-8.239667762,78.57933677,81.5153405,-33.72941467,81.22991365,-62.57357411
,-1,17,-40,104,27.53264982,99.58486039,25.15457336,37.31474591,-5.788132529,-96.32358506,-14.6149853,-103.330583
,-8,36,14,20,68.40075695,18.52579184,59.81632537,-19.20991454,3.146516508,-12.73342598,14.56711222,146.6434352
,-25,-16,-4,-19,-69.23891805,12.45583591,17.23707,-25.33234282,96.04555284,-20.08849435,-83.59555206,-93.3779773
,-17,9,14,-10,-24.41254792,-49.59615786,0.699925977,-146.4863514,-68.0076269,-20.21233432,-3.387901033,-11.60264053
,-10,-40,-13,16,-9.872677351,29.66326859,26.83247507,-64.35311359,22.07137161,-39.03000268,-131.3311401,53.34433079
,4,-15,-12,19,-62.34022274,3.454813349,20.32750598,-17.36485221,3.546211242,-16.03418498,46.56964599,147.6404402
,4,13,18,-45,-3.792262667,10.72591308,-16.97272988,-36.26182458,30.78368361,15.82093898,57.72894184,-150.2745427
,31,13,23,-16,-20.59023764,24.11604825,179.5431517,-27.13948437,16.50317434,19.20791455,147.9301882,64.81242857
,2,-9,132,47,36.79892928,9.823667599,10.5316352,-71.91139659,-60.53257794,-19.30543242,151.4161334,146.582089
,0,12,30,-67,32.70927922,21.35228387,80.16506247,-21.46717654,-38.87894504,93.07519734,44.0366415,16.66590078
,9,-36,-25,40,70.32812485,54.38826498,39.02926561,-30.20709755,-1.638144761,-4.052664455,35.02956825,32.82039308
,-36,-8,17,-17,55.76587647,-3.476145225,32.41106803,-0.037348163,28.73126205,-27.96383196,-1.575473985,-68.61888484
,-33,22,-22,1,40.81507131,-7.489771505,11.80588142,-57.97514377,53.43927202,22.07944716,-87.11946721,6.757758999
,-2,26,11,-43,11.28710683,-24.11273408,-16.61723652,-63.39707483,-75.95888833,4.512594692,-98.68777502,43.5180141
,42,19,-26,-12,40.74970286,6.424033219,151.4999507,46.69859467,39.96042957,54.10522104,15.11929539,-153.5228213
,2,2,-16,7,22.05942372,47.5236562,-74.78102336,122.7637349,-89.70070251,-9.987782994,-75.1126519,-91.69127782
,-20,5,8,15,-23.70185165,74.57111806,-59.99814907,-1.123523249,39.57985537,-52.04292383,113.3205453,-30.10428083
,-6,-5,-65,40,38.46130743,79.28276291,15.54955047,-178.7731817,41.11064932,-91.69437366,21.79403319,44.91999773
,36,-45,23,42,40.86879982,30.84977302,28.56671523,-19.96637452,65.4207696,16.33246805,133.6642095,10.66377578
,-7,15,9,101,77.35805362,50.06522849,-24.18989755,25.83069616,45.13852762,-139.0325417,109.0474178,-34.69292816
,-37,-51,-60,-19,76.70960605,-16.75123777,-37.45213204,-155.6263185,-48.55327253,-25.3461729,15.86421299,45.12457024
,-9,5,-52,-4,-4.733711403,61.84351638,45.50837861,22.18142242,7.17158796,18.05038926,-99.31150464,12.59892737
,-18,-5,-25,-18,72.99317299,23.19072143,52.49609295,26.06489074,42.90474113,61.45601811,-52.0322057,-63.77262978
,-12,23,-28,-18,13.11393176,-22.39949349,-35.48733348,20.25427046,26.08160602,92.89028375,135.733862,-159.407185
,31,44,36,-31,27.8217661,-14.32567963,42.63700587,5.512081747,35.53991061,13.90373244,-96.79043227,53.40309695
,-15,2,22,-50,-60.05352373,57.49105167,13.31891029,23.2637514,8.218599501,-41.59480482,-80.41356238,-137.2684536
,12,-45,102,22,-71.58934345,35.92227938,98.53744716,-52.82230484,-8.210012435,47.32322491,18.41744335,115.8135091
,-8,-43,-27,-27,-3.147224787,-135.4211835,36.48209265,48.87231034,-62.90732708,45.29280896,-94.18617877,66.98048394
,0,-42,9,-25,27.6246615,74.17995518,53.00472118,127.9640308,-29.05852328,-11.21861364,-149.8455453,10.92089257
,-16,-9,60,37,9.904975437,-67.61720177,-36.42476495,-39.32060564,-11.47506335,-124.0965588,-7.514859612,119.8920745
,-13,74,85,-18,-17.8468333,-1.315954544,72.81064023,-8.256328079,33.6357447,32.1237583,106.2459758,163.0386448
,-17,-31,-16,-7,5.916270031,40.38503348,-42.61826639,-107.4880087,-23.84042573,-87.42834224,25.13244161,-41.51749775
,-6,-3,11,-7,13.82319166,7.913544966,107.3122699,-31.72883763,-45.20171644,-54.05566715,-52.48795536,55.11377535
,8,-27,8,-26,35.73578929,-18.81492533,33.98897997,75.39705244,-85.79881726,-43.25725076,156.6905685,139.5626726
,6,23,16,-23,10.06244184,-101.47012,30.56325716,-179.6987021,-43.42876567,101.8346582,6.086282347,-83.03256751
,-3,14,14,12,111.3696429,78.64850501,47.27303535,-20.81106048,-89.40387352,15.8826753,69.1972831,-128.1791123
,-15,12,-14,-31,-0.532110516,-17.25632821,-11.98947759,-104.644557,-49.02526454,-3.90089025,-75.96651341,33.13876095
,-17,-8,5,-1,17.43638831,4.007122881,-20.08044861,53.7324313,128.3996939,32.41976207,129.8255813,-51.67026642
,21,-7,-3,34,74.32132689,-124.4300317,-16.37119504,160.055922,21.3091038,-51.19664717,-30.91525493,90.86039039
,-28,-17,7,-16,-5.171657139,-4.874240317,-3.86929539,-9.879640026,-154.1331393,-26.60088338,63.44088451,-121.0892058
,16,1,-18,-10,-18.73335385,-41.18900612,25.59914932,-34.6304694,-30.16107452,133.1697767,123.3123353,167.1815006
,1,-43,-22,7,-84.09456126,-65.62157125,-118.5399755,-52.99745242,18.87992819,-103.1988637,-3.650074889,82.04861613
,-15,-3,-23,32,8.811572345,13.7454806,79.1596889,-52.28079251,-13.42129954,-33.40994487,-7.459456202,137.5385728
,56,17,2,-4,-2.875923479,42.52078063,-42.86466855,107.6249019,108.698841,-4.818082899,63.18298816,134.0571293
,-6,-2,-50,5,-25.97987182,-24.4869271,55.20528242,-9.670293848,-38.18438173,116.7315873,-42.55758888,24.39633509
,-5,-5,42,-1,-33.81040648,-10.95692697,12.04084743,41.51650028,-9.700720057,-41.80862355,-7.907161876,144.6674524
,-4,12,15,-21,-8.855725601,36.35062748,26.10551386,-152.4956742,10.28924786,111.7236765,27.71392253,63.90293351
,3,-6,-60,-48,29.95470374,32.72130575,-33.65885224,75.59331484,-52.81388251,115.873517,129.2677744,131.0126479
,-9,-11,-21,7,-31.88592676,46.0451133,-22.64985173,167.012742,-65.37788865,-68.57787427,-33.84843355,-162.9277943
,-22,25,-24,127,-73.86834624,10.18291035,-91.66632271,-7.270543318,9.698865905,-19.46640366,176.8525105,-1.686042138
,13,-23,18,58,12.99592332,-122.21317,-86.80807406,-69.75102812,146.3811278,44.73369548,41.08027654,68.81953862
,44,-8,-7,5,11.58726666,38.85804899,9.201328783,-60.29692817,-38.52162093,-10.79098693,-84.74914016,6.974309952
,10,-30,-16,-13,-23.64345811,-20.25875397,19.66914361,-22.13918602,-24.44971002,-23.1345457,75.77269526,45.79572232
,-9,30,-16,23,19.43029618,27.92783609,-38.39382742,-10.88851522,-50.72271473,-72.80571387,176.4914502,43.47887547
,-20,2,25,3,-10.88625263,-99.9359543,-73.38009976,109.6788756,100.9420494,94.30209844,100.2237725,174.3364558
,-24,1,16,17,20.18159886,8.750418503,61.85015347,90.05991495,8.275680225,46.78980455,-22.86412801,64.06816844
,10,-3,-8,-59,15.23177324,-76.41950047,38.03134878,0.154568263,23.29503172,12.85598379,-50.37865719,111.217974
,13,-3,4,9,2.693559189,62.36126206,54.25069561,-150.2176401,73.81539399,-74.46256124,33.76260324,38.86696318
,-15,-6,-36,-6,-43.03176361,-27.4392122,22.09313822,133.738081,168.6391961,-31.46783559,20.70287014,-135.2777521
,35,-1,-5,34,59.43875622,74.07241978,88.30522251,-155.3339272,51.74096516,117.6395278,-122.2620801,44.89640097
,13,19,53,32,-34.98274695,43.2201729,4.597387456,-26.84912394,43.58542619,39.25247271,-117.3924586,34.67959569
,25,-5,23,26,59.89628441,-83.31291176,5.62314205,77.86182548,45.78451847,137.9575914,-67.29429502,-151.9533673
,13,-12,-29,-11,111.3204989,-34.64878691,173.3657107,58.70603488,2.63642612,37.4573244,-113.0176824,-121.7889808
,55,-18,7,12,23.08078374,-8.482480408,95.34278295,-21.76820702,50.02983696,97.21755611,-123.3912336,80.44705115
,-3,29,-1,34,-48.22253626,23.05273871,-144.8270148,30.98680448,82.47995744,-61.34669097,163.9504315,-39.89265486
,20,-7,3,10,-17.24793893,46.54889307,-26.18647827,-54.68756792,-2.901845188,-104.5721733,125.1274735,-116.7179784
,-5,-24,7,12,-68.38737009,-29.52062759,-25.32830219,-125.8427522,52.75125477,-17.97659225,-106.5744521,-6.606331522
,31,14,-2,3,-11.80185642,-110.8696516,-70.52360204,173.5821028,28.57892444,70.73746734,128.9007174,92.57866788
,-13,8,16,11,46.23255798,-50.59916389,86.14290561,-20.63279078,86.69884373,-47.94783877,-71.88894592,143.0554051
,-6,-8,8,6,-49.16684475,-8.677794749,49.76464936,37.80129479,-71.17247915,-54.76022074,70.10159759,-40.96044805
,-8,-24,18,21,-14.83690876,-2.158912208,-26.83165591,-78.14751771,28.47856012,-30.81349651,-123.4673432,-115.6810168
,23,37,34,17,2.662163046,41.77658837,6.339031888,15.01138098,-73.98166865,-29.12804887,0.89624195,62.90152535
,13,-10,-30,-12,-28.06916826,-0.848131937,125.1520606,-99.04479084,35.60028678,14.29032508,-139.0659022,-144.1931518
,-30,18,22,85,87.29519129,-28.51498185,-26.87552196,-68.45445429,-55.39598447,32.42237264,87.17359582,40.40201329
,16,21,-7,-28,-14.81231731,26.39456321,-12.38188262,-5.979125453,57.39687281,110.7697695,-58.61801566,35.39261921
,-25,52,51,107,-54.54358901,26.75666074,-60.20077531,-8.512972144,18.79994751,-8.23178585,123.7563306,55.91272285
,7,-1,73,-2,9.723301256,30.96407144,74.85372184,7.54125274,88.21835451,1.804264595,41.49972623,-86.57694921
,12,7,44,7,44.28999811,-24.94004962,-27.38118528,-87.89829789,-98.67834566,-113.217518,48.234932,32.4359543
,9,12,6,90,12.19920101,-46.47251134,-40.62341666,-3.77482504,-68.63540572,13.39603318,-56.92823653,58.82600862
,14,5,-3,29,-11.88134276,-14.35640885,55.96826294,-52.54961461,23.27733908,22.39141752,-103.1075778,40.56895832
,-7,-21,20,10,-51.69477699,22.27261236,-13.87542255,-59.61646606,2.726964189,-48.63502684,34.77429913,85.13615649
,15,6,37,13,29.24280753,-9.510650305,-34.96612325,-90.87062171,-83.83755365,52.60183062,-46.43458991,20.15367418
,43,-11,-43,44,50.78926293,-12.32529263,-148.1458521,79.79295052,33.75276083,-52.21509221,45.5057971,164.4633597
,-26,-6,-15,-48,-25.63174784,-16.98882962,31.57161049,18.6698066,-13.06654785,-20.39095111,-19.45235424,-65.9499085
,-17,27,38,12,-19.94448381,30.48052299,70.27416065,-73.19415605,109.8267636,22.50918631,-62.73231995,43.7253933
,1,-4,32,31,5.823218524,35.98362463,-73.73122986,6.404799502,27.99482866,134.8681685,-121.3184493,-15.91498914
,-28,51,-7,-27,104.0255804,83.46219491,14.5246748,-0.779245946,-27.95096294,-71.11476083,-62.61307267,-18.49210607
,-40,-23,10,8,12.2443512,-9.836258939,-75.71034329,19.91899439,82.71870918,-28.54905372,44.92730523,-47.10452145
,25,-14,-30,-94,75.51422492,-28.892163,-34.95623736,130.6726405,13.64769129,106.6321939,-16.88750357,13.59704949
,3,41,34,14,-12.99669822,17.97669319,40.22395054,-18.0201037,36.19405391,-22.59659572,34.61630641,-98.33105998
,-6,-4,26,-152,-55.08482811,0.91541609,-50.74427497,84.3548294,157.3649561,-34.3600536,-17.37297235,33.18179024
,2,-1,8,18,116.0158334,-51.83530674,-3.186790627,-37.36171325,-37.78048222,1.656651929,-36.46649407,34.24399554
,10,-29,-16,-62,-8.563020229,31.10028258,-3.17188111,51.80833587,72.94904786,-10.01357996,71.47219788,18.72259349
,-3,2,17,60,-13.95868135,16.26064347,105.4200225,-148.4896189,-28.44642343,67.80320957,7.161490022,11.21879875
,-3,-6,19,51,13.95580741,-23.88151688,-92.64286535,36.75818452,-91.65079184,-7.332996922,55.89890223,-12.16470424
,-11,6,15,37,22.45132742,-39.82343706,14.85082401,91.41271988,-19.7557179,96.51445635,-20.45819029,91.68939783
,-8,-19,11,6,-0.830420576,-46.63720002,40.02691952,82.72411574,27.58176699,86.85879332,51.21176118,5.679514143
,27,42,10,42,9.144995232,-20.1989904,-122.4810332,9.951391525,88.12132158,-8.401433222,33.21919533,14.03346628
,0,21,17,-12,-79.11488495,-6.928125686,-5.378400724,-8.026075577,75.50047737,-28.53444682,-134.4200812,-103.5085344
,7,6,37,-7,-9.318234723,-1.40354163,0.22327856,-9.757557144,-32.59279909,98.16274151,-5.443570047,25.29889851
,2,101,-33,151,-56.4819255,-72.06636139,93.41211694,10.79033153,-34.89554754,6.701883177,6.081311962,21.80153641
,10,0,-40,-25,-64.82279651,-32.77819353,-25.04112604,-4.128505487,-102.3636461,22.0850153,-44.25410418,-128.8189915
,16,-25,60,-39,-64.1487123,46.19896586,-3.302638085,46.90370539,52.24999543,-15.87860774,25.52731007,-16.24256038
,-26,27,49,-7,-105.9196575,-103.7650577,20.37610281,18.50399801,-129.8336989,-71.94407203,14.55250279,163.71663
,-5,3,40,165,9.45871065,13.61354005,-119.4265809,-72.66841561,-76.71606821,36.58577442,-84.06885179,-18.26540085
,-22,-1,0,47,61.18119476,67.27752507,-33.82332834,20.90686259,-3.425907876,58.84014718,5.390764918,-8.751712142
,10,-22,15,-14,8.016402637,-28.72310089,-61.66489132,79.20213851,20.55681821,-29.38172676,73.85244905,130.6795354
,7,-2,28,41,-0.264077134,13.63762564,14.13904063,108.0857385,54.04885159,24.27985719,-48.98601293,-32.00832295
,4,-39,45,16,25.56253836,-20.75471762,144.9257156,-45.68906736,140.9892798,-128.0602514,28.07742378,87.27065691
,13,-57,19,-17,-10.15033339,-39.88687612,-5.243036077,-20.88108761,-56.32319605,137.8676107,1.779762908,38.52426015
,7,36,0,22,12.63104812,-20.99485925,92.28867171,-24.46508497,-73.56128054,-42.34616389,146.3438095,44.52275045
,-20,4,13,11,34.76470355,81.27137906,115.99165,47.45211585,17.53483573,-46.4400969,-105.900797,179.3602715
,-13,11,-6,13,36.007817,-25.41380494,119.0569461,56.86991517,-59.54375443,27.39183893,18.0656873,136.2408825
,-6,13,-8,2,21.77613373,-6.3043258,-1.451306908,-16.74608105,23.71417448,103.9878719,-37.10245019,133.4175314
,-11,-9,-13,-102,-35.36534212,-47.11619144,22.20927807,31.72738403,-81.23004154,175.0500132,5.77663454,-171.4461824
,10,6,-12,25,-96.53073591,-179.860376,-163.1036676,-47.49511512,-2.383838814,122.6447607,-122.6829675,17.67189013
,11,7,-1,18,-9.425540968,-47.82150503,-47.73601163,155.908573,-10.42987008,-176.3104321,-10.79285007,-15.8362736
,2,20,-8,0,33.82001363,-47.89961965,97.83812146,4.532806735,-172.4845577,2.170828885,109.8736419,34.38033207
,-3,8,-24,-172,88.95112191,-43.83609601,-36.12944921,146.4596944,-63.57562033,-56.17391419,0.897721186,5.805766007
,-4,6,0,40,-74.55173092,12.40249925,-9.254978969,-2.283881815,-1.206717829,41.21794193,149.3360416,-160.6313935
,10,94,13,19,27.33426054,-65.79631575,175.8396812,100.2813593,102.5883586,43.37105068,55.95846399,-18.65965072
,-6,-8,3,-10,-8.625737444,-41.86254514,-11.16434206,92.56504302,-61.78598644,13.87965478,73.72318302,-30.57291135
,7,-4,15,-4,2.79271602,35.03955689,-53.16094507,-135.9805348,-24.80283567,-35.72433029,6.84451827,-5.716010166
,26,16,15,-19,-19.37517611,35.08155598,-8.737644786,20.41935942,-74.331016,50.85148404,-106.2667309,-37.55977846
,27,-17,0,11,26.1376158,44.33562492,80.91588219,3.426378511,121.5672747,80.62649043,-51.24106631,-29.14187608
,6,-29,-9,51,-65.56671557,110.7339784,-29.09698927,-111.2623085,116.8464908,-4.155749347,-176.8710232,-18.88865176
,-11,-17,-2,32,45.03955059,39.37502262,-57.85056373,-23.02663197,17.02819066,-27.1463726,110.6223677,-107.3139836
,-10,10,32,-16,-88.82368518,46.66100547,-42.68921037,3.999722296,99.26550313,9.762291105,89.75134844,19.48301731
,-1,32,6,-3,-59.77928728,92.60349987,32.96718732,-39.58111163,38.07540955,-4.758954463,31.5770538,150.9178711
,18,2,-14,41,7.400029054,-67.2902034,-4.648958788,11.76595595,-4.780174403,-21.04800927,-134.4282773,-44.77193974
,8,14,-96,3,8.555935739,69.19792228,104.6725753,-34.82111115,50.32877513,74.87708082,-141.3687192,-108.932582
,31,7,-13,-24,-0.054815705,-91.77947633,71.3726612,-3.817174915,-8.557623123,162.6110775,91.49795429,-177.1543765
,5,-7,-6,-5,4.142429063,113.1463692,-27.17469165,-60.66146686,-43.84193326,-30.63294929,-115.7687812,50.24310846
,-52,4,16,-27,98.52389223,31.23926472,64.38010235,-80.4896722,78.67624647,34.54782157,-26.09812326,-116.6570371
,-4,-3,-8,-25,-54.20736243,8.119173672,-52.70835899,91.49431393,48.891235,58.50586525,-174.6551555,48.85444915
,13,-4,-36,-6,14.99925055,69.83747678,7.13783312,-120.8902667,66.08728012,-3.797830252,-27.77116026,-59.08071285
,15,0,26,-10,79.68449098,-64.11574555,-28.70739312,-13.13501528,-1.060561893,111.3241091,-69.76416739,-9.037171462
,-22,7,-14,-1,-62.60575982,-9.7559172,-137.3411437,-8.169120497,1.998283265,33.3554372,17.08236944,0.022262869
,24,0,-2,1,57.09733516,38.82739597,111.9577181,35.97646641,172.3425964,-148.8803364,143.6427296,-69.21887577
,12,-14,-43,-21,-9.645059506,-21.1275973,-3.255659151,11.89238553,171.8937294,-12.46250935,-16.22133584,-132.8221132
,-9,-3,25,-7,14.51562748,-0.993526184,-33.68496265,15.5680426,103.5465342,55.98669247,-161.3162729,142.9256239
,-1,3,4,20,-48.26862839,-112.5576967,-40.74033182,122.2120075,-4.312588178,-45.01283173,72.12903273,-53.50090984
,15,13,-17,20,-44.67371199,25.2565741,12.2870007,-66.65159496,-36.71839597,-7.664700983,-43.2183984,-115.6615103
,29,33,-24,-8,-79.03544567,-113.1164252,-29.62762925,74.17387836,-3.610738043,33.63625129,65.15384146,-90.03991997
,-15,30,152,38,51.63536018,153.2083739,6.325786127,116.4663262,5.333191113,-43.111525,62.22164886,78.66268152
,35,-28,-10,15,-15.99672181,32.50583604,61.06416703,119.3878209,-12.80506681,21.26987268,-175.8618767,-102.5556166
,34,4,-20,54,-145.5429405,-27.02087987,-13.9738605,19.44147938,-29.58114043,153.6701093,-72.12907693,-93.61758493
,0,23,-7,-5,2.254200412,-16.42087453,-18.3647651,79.25845873,34.88020146,86.47633534,27.77145873,-4.747293673
,12,10,-2,7,-7.688644212,81.31787348,37.87498365,12.84525135,-11.46201697,69.39070007,-50.02584695,-147.1165646
,41,36,-12,-20,-25.74104043,-59.1892924,7.719381938,157.1864072,168.7020655,156.5311357,37.84684079,-77.53926392
,10,-29,28,174,49.44176673,-61.92707434,161.5227491,23.14340922,48.33721946,123.0030482,172.569546,-80.66696426
,-32,-19,24,-4,19.2023901,-57.31776322,-55.43500564,-144.697472,-37.23274189,-55.91195298,116.8490321,17.58986199
,-4,0,-6,25,21.73405936,-8.847163039,-8.085626985,-0.200263064,-85.35520704,79.3338072,68.25252818,-26.28983761
,-15,21,-5,16,58.19033121,56.91106685,50.22982333,167.4822202,16.58367989,96.4683955,39.6436904,42.39744392
,-4,-10,-41,-43,9.392569443,29.60358134,-40.82862123,-112.2597412,39.32633239,-6.064868999,164.9074331,152.0218197
,2,-14,-8,-2,18.56378048,34.53418536,50.21021951,154.4854414,145.133759,129.8137574,178.8875961,-26.64370008
,27,-27,-11,28,-36.30789017,1.305966636,18.29937311,-0.337613473,-0.006330557,-89.78491292,11.0921269,86.28476652
,28,2,10,22,2.534967733,33.23712701,-130.2726435,52.04137155,-21.60904292,-42.20285766,40.69641523,-169.1702591
,21,9,-33,10,-21.73619586,24.13583891,15.29754005,-36.42736977,-39.26566194,37.76139605,-59.61558578,-137.5865761
,24,29,14,20,50.32781676,30.83167708,11.75568665,-19.1164331,25.4776414,18.477239,-8.051063854,-9.39982504
,-10,20,10,34,39.95946187,71.18630806,41.67961817,-94.74683781,53.3666885,80.04419126,1.723641719,162.2985373
,-66,-23,6,-19,82.65600032,-86.5384791,112.1661394,21.87872456,-2.062666822,76.84382614,106.7504172,-110.5742084
,-17,-60,6,5,30.57318312,-50.29572155,158.9016757,-44.86901672,12.32441529,-8.340852295,-13.99651059,-33.37409065
,-9,5,3,-37,12.36417606,-106.7260572,18.07840012,63.58647837,-23.63020146,-142.3187983,-22.21502043,51.71518518
,16,-27,55,19,-123.2818751,115.9584773,1.011797044,20.04506295,39.12540553,-109.6658884,10.83985778,-75.99362167
,9,-18,-24,-39,-42.34596269,-19.16777857,157.7074444,85.57127396,111.4758994,77.82357866,-36.4318885,126.4263939
,-2,2,-13,42,-23.51085384,-2.786614491,163.4693409,14.28372255,32.74695113,-77.94893919,-45.7548931,-77.55782978
,23,-8,-2,-8,25.16116362,-12.18770545,0.814145382,-149.1478132,-169.2005813,-53.33579717,18.61569802,42.29312188
,17,2,13,-145,19.15652433,-58.3040832,-121.7997862,-20.4629676,125.3654469,22.35835878,42.40424899,5.550881836
,15,22,34,49,22.240396,-100.3656556,147.4054979,-15.2984915,89.24261984,38.66197912,-84.95307278,102.229934
,4,32,-10,59,62.90823813,-55.39627907,174.4605688,13.84336105,-168.26421,76.6451799,-81.49329327,121.623198
,-47,8,38,31,-67.17394698,25.4722224,-39.30870743,-169.4881397,-79.35976694,-54.51734919,-7.618035603,177.3429203
,43,45,16,-152,82.08720376,-7.418487793,52.67575087,86.11645585,-53.18983039,97.79572047,-33.25322924,-67.39148985
,24,42,19,39,23.38942722,-30.76337488,0.86392104,2.328089158,28.30377044,120.5650496,0.699547196,-58.62901849
,4,-20,-150,-2,27.02774566,19.6497901,-177.2763901,19.46548153,29.84052358,-113.9328466,11.80347855,99.4379351
,28,-19,17,-16,-17.25081414,13.53490935,40.23941125,63.16220539,-80.80954568,73.87546458,148.1226918,-49.11895361
,-10,8,19,158,18.08088749,-7.746456368,-136.3418955,-61.59394073,22.74304669,-88.73500341,12.8477124,-154.3689856
,-1,11,-27,171,-9.990493399,27.00566069,40.23024929,-67.40444267,111.7629696,150.2494423,118.0771212,-67.93227629
,29,-26,44,-6,-38.96793145,-12.85661023,-41.6279763,12.69948009,121.9923087,-25.54581,-103.8616875,-177.7905557
,35,3,9,-36,-58.39128886,-100.7826364,-26.83731161,-10.58879161,-7.239756892,37.52919158,116.76243,35.77534718
,-14,7,1,14,-17.17095497,-23.36444429,17.17594458,3.142167804,-10.15028165,77.28379547,-176.4134033,-3.320381834
,-1,29,-20,-11,-55.21684565,-32.74583433,159.2879233,-10.78089448,17.02228359,-36.40641685,-22.94911686,36.89219196
,-103,-17,-10,56,86.96050743,-24.45760839,-3.282614693,5.994800575,-42.13851828,-30.76080149,84.87892084,-71.63737048
,13,-20,13,-46,-36.45687738,-45.80826914,138.9781617,-83.09295766,-39.89529417,2.102336024,110.4944509,-70.04254786
,21,-6,20,-25,-46.79640439,-20.75080083,-33.70049055,162.0585528,-91.96854986,-14.44717782,-16.18232651,10.63859824
,15,11,14,-5,76.48279005,3.388287967,89.03899141,-163.8619807,42.09899551,41.99113036,24.38624278,-170.3116379
,41,5,17,15,-58.78159724,15.5572444,-109.1072125,4.720174403,79.16290962,41.53878788,-0.456529124,-75.24991933
,32,-7,4,-12,6.198578707,-58.30787742,-17.68946445,8.292087689,1.800028554,55.25490475,62.38697218,-53.43476685
,-26,-12,-25,-23,-98.00471901,35.40108338,67.36967963,-145.1499877,28.35963636,-106.9703103,-61.16877053,-48.98251526
,-19,-25,5,-19,-24.97190712,9.32729141,-105.7824528,168.6596356,33.42634009,56.9978707,6.88379615,1.804037027
,7,-17,31,17,-105.2014163,-20.63849162,22.24051008,9.640664442,-11.07606065,57.01420382,-80.44054248,116.7878552
,39,-3,-70,-57,-9.42883538,12.09827834,165.2707745,132.9188385,4.346180046,-104.1358026,-118.0704859,-11.70911387
,20,15,56,22,13.11172203,-16.38627268,-42.59190074,-45.09703149,118.4746708,106.7771092,24.7858422,32.11271953
,-17,-24,5,-91,41.31557439,16.87499659,-18.52834191,-0.322877064,79.65389397,81.77605597,-53.19098509,-73.08304458
,3,-15,-22,-16,-35.66389012,-9.152065439,-4.577662066,-47.57450115,-74.24563574,-5.852724895,1.087587211,-152.6302005
,-3,-46,19,22,-15.77162736,68.05331942,37.85996046,-39.44698907,80.68180008,8.013718667,137.5877852,17.59402328
,-1,13,-36,-18,-53.63244287,67.35514436,-74.4814422,-8.347833996,88.42659133,-57.78112403,-29.27195275,-17.52722668
,-4,1,-18,9,-42.39266887,-24.26201713,68.41321288,-89.78793781,-106.0628897,25.2528074,36.71766342,-19.03765236
,4,7,12,56,-15.88689496,-5.999365135,73.99987215,-59.47190844,119.8282806,38.13377703,68.48405855,-69.54169053
,52,-1,57,-7,30.795726,-23.61753267,-148.1480953,57.9387764,-34.74687199,97.62513381,-118.5978824,-53.62832344
,-8,24,-2,-42,15.9740712,17.98794659,-173.5307191,163.7907531,-33.2823066,53.83973271,94.92037167,-53.45974507
,23,28,16,-41,-5.677108887,-34.28399232,22.23149541,-85.50359183,30.47413274,-95.46636573,-94.37015857,20.7447602
,39,2,22,22,-97.82832756,15.74830251,-7.114155947,9.769528791,24.90186237,1.497937459,-6.379898558,-139.6727867
,20,28,22,-4,-50.31502952,-40.31134754,52.80484873,8.991473225,-71.82253488,-8.343884506,66.76050952,-40.62681551
,8,44,48,50,29.03335245,-13.88655113,-135.2667958,-16.21973108,-55.82341301,52.52211979,-73.62715538,-136.0927458
,19,-2,-39,-15,-55.05997169,-19.67747149,-61.2058137,-41.27316731,49.64079868,65.88397442,77.90610282,-18.84086662
,41,-15,-10,4,-47.72090381,-41.55261315,-26.49465161,-17.94499848,55.86185732,-5.587219108,59.40622313,-65.14361816
,3,-18,6,-32,-7.838221966,-166.550208,33.68528593,-41.18526224,39.57749587,30.01324895,-87.03626089,58.10653909
,12,56,26,51,71.6338137,-21.90126638,2.659551562,-53.44864181,-111.3518514,95.14915385,-59.87935012,-85.59224049
,-21,46,-5,5,28.87410908,-69.85121054,-62.55291024,121.4741752,-139.7101755,7.002640676,42.52842549,-60.28900046
,-34,-8,50,-170,-78.77445874,-3.794861681,-65.42309495,-149.0078353,-151.4470625,58.50120457,136.3512866,-24.08011567
,19,25,-18,-59,-58.48859795,18.28091919,14.07603008,-35.0710665,-6.7437749,-4.601538041,52.12605578,123.9585496
,19,-7,-134,-10,-45.99915394,47.05853927,-44.09133052,31.6836445,18.56226181,-50.16073851,-2.002712942,-152.4736107
,25,57,-9,37,-11.00802578,56.69560486,-116.7408836,-172.5859778,-56.2609384,165.7696366,66.42961612,-163.6749304
,0,-5,-4,-80,34.2664134,77.42108536,94.6574175,-8.278884786,40.93945814,58.04135608,62.55461247,42.08534138
,-19,23,-1,-157,-24.20714834,10.61341859,4.151162942,44.56465906,-105.8073107,33.239356,5.032819827,-46.86948698
,-6,11,-44,-90,-3.172384985,-5.246317343,9.283704944,9.218586292,23.57572138,4.711924328,-47.57682595,-157.0058389
,-16,-6,20,-126,2.599501023,-59.32391102,154.8542483,-78.92969746,78.61611397,-1.323413412,-43.4686579,-146.3369483
